transactionNo,date,price,product_name,category,payment_mode,customer_age,customer_gender
4294,2023-11-06,809.65,Dumbbell,Strength,Debit Card,46,Other
4295,2024-07-11,710.87,Yoga Mat,Accessories,Cash,61,Male
4296,2024-08-29,500.84,Pull-up Bar,Accessories,Debit Card,41,Other
4297,2024-08-14,55.33,Treadmill,Cardio,Cash,36,Male
4298,2024-08-02,1214.91,Pull-up Bar,Accessories,Cash,51,Female
4299,2023-11-04,327.08,Dumbbell,Strength,Cash,31,Other
4300,2023-10-10,178.3,Kettlebell,Strength,Credit Card,30,Male
4301,2024-05-26,1165.37,Kettlebell,Strength,Online Payment,45,Male
4302,2024-06-06,1031.54,Kettlebell,Strength,Online Payment,30,Male
4303,2024-07-15,1342.62,Resistance Band,Accessories,Cash,40,Male
4304,2023-09-12,203.12,Yoga Mat,Accessories,Cash,36,Female
4305,2024-01-21,450.34,Elliptical,Cardio,Cash,22,Other
4306,2024-04-21,160.55,Dumbbell,Strength,Cash,55,Other
4307,2023-12-17,406.15,Yoga Mat,Accessories,Online Payment,23,Male
4308,2023-09-27,1239.49,Yoga Mat,Accessories,Online Payment,44,Female
4309,2024-07-02,1484.8,Exercise Bike,Cardio,Credit Card,37,Female
4310,2023-11-07,1249.72,Kettlebell,Strength,Debit Card,35,Male
4311,2024-04-30,628.57,Exercise Bike,Cardio,Credit Card,39,Other
4312,2023-10-09,1052.9,Pull-up Bar,Accessories,Cash,56,Female
4313,2024-07-11,653.62,Yoga Mat,Accessories,Online Payment,50,Male
4314,2024-05-03,633.72,Resistance Band,Accessories,Debit Card,29,Other
4315,2023-11-10,1304.3,Exercise Bike,Cardio,Credit Card,40,Male
4316,2024-04-22,1059.08,Elliptical,Cardio,Cash,26,Female
4317,2024-05-31,1019.79,Rowing Machine,Cardio,Debit Card,62,Female
4318,2024-02-04,851.71,Exercise Bike,Cardio,Credit Card,25,Other
4319,2024-05-05,972.45,Yoga Mat,Accessories,Cash,34,Female
4320,2024-04-21,1297.7,Rowing Machine,Cardio,Credit Card,41,Male
4321,2024-06-01,837.88,Exercise Bike,Cardio,Online Payment,39,Female
4322,2024-06-22,257.12,Yoga Mat,Accessories,Cash,41,Female
4323,2023-09-23,1040.53,Barbell,Strength,Debit Card,18,Female
4324,2024-02-11,1456.32,Exercise Bike,Cardio,Debit Card,27,Female
4325,2023-11-07,118.19,Exercise Bike,Cardio,Credit Card,23,Female
4326,2024-08-09,121.61,Elliptical,Cardio,Online Payment,57,Male
4327,2024-04-01,1171.4,Pull-up Bar,Accessories,Online Payment,38,Other
4328,2024-04-30,384.0,Dumbbell,Strength,Credit Card,46,Female
4329,2023-10-21,708.82,Elliptical,Cardio,Debit Card,20,Other
4330,2024-08-14,1155.13,Dumbbell,Strength,Debit Card,38,Other
4331,2024-06-10,971.58,Elliptical,Cardio,Online Payment,27,Other
4332,2024-02-29,1384.57,Kettlebell,Strength,Debit Card,27,Female
4333,2024-08-20,1147.02,Barbell,Strength,Debit Card,40,Female
4334,2024-02-08,1292.78,Pull-up Bar,Accessories,Debit Card,46,Female
4335,2023-10-08,127.0,Exercise Bike,Cardio,Credit Card,62,Female
4336,2024-02-04,677.75,Resistance Band,Accessories,Credit Card,45,Female
4337,2024-04-30,1312.88,Treadmill,Cardio,Debit Card,53,Female
4338,2023-12-19,114.94,Barbell,Strength,Online Payment,40,Other
4339,2024-06-17,1380.8,Barbell,Strength,Cash,42,Other
4340,2023-09-21,1226.79,Elliptical,Cardio,Debit Card,55,Male
4341,2023-11-13,480.0,Yoga Mat,Accessories,Online Payment,30,Female
4342,2023-11-07,644.24,Rowing Machine,Cardio,Credit Card,42,Female
4343,2024-04-12,846.31,Resistance Band,Accessories,Credit Card,21,Female
4344,2024-06-03,736.3,Pull-up Bar,Accessories,Debit Card,52,Male
4345,2023-11-15,1041.2,Rowing Machine,Cardio,Online Payment,46,Female
4346,2024-07-03,302.72,Exercise Bike,Cardio,Debit Card,34,Male
4347,2024-04-01,1445.4,Treadmill,Cardio,Online Payment,46,Male
4348,2024-06-12,1102.13,Barbell,Strength,Online Payment,61,Male
4349,2023-11-08,482.44,Elliptical,Cardio,Online Payment,51,Other
4350,2023-11-03,1414.19,Barbell,Strength,Debit Card,30,Female
4351,2024-03-04,1156.36,Elliptical,Cardio,Debit Card,40,Other
4352,2024-08-29,90.75,Rowing Machine,Cardio,Online Payment,38,Male
4353,2023-10-29,1128.48,Exercise Bike,Cardio,Online Payment,33,Female
4354,2024-04-02,721.4,Barbell,Strength,Debit Card,35,Female
4355,2023-12-30,735.55,Barbell,Strength,Credit Card,46,Male
4356,2023-10-09,692.43,Barbell,Strength,Cash,42,Other
4357,2023-11-11,1346.28,Rowing Machine,Cardio,Credit Card,52,Other
4358,2024-02-14,154.06,Barbell,Strength,Online Payment,47,Other
4359,2023-09-17,926.65,Barbell,Strength,Debit Card,41,Male
4360,2023-11-16,1363.59,Treadmill,Cardio,Online Payment,39,Male
4361,2024-08-22,889.02,Dumbbell,Strength,Online Payment,41,Other
4362,2024-07-29,881.03,Treadmill,Cardio,Credit Card,41,Male
4363,2023-10-22,964.14,Yoga Mat,Accessories,Debit Card,32,Male
4364,2023-09-04,1427.15,Resistance Band,Accessories,Online Payment,25,Male
4365,2024-05-13,256.72,Pull-up Bar,Accessories,Credit Card,36,Male
4366,2023-09-04,1415.68,Dumbbell,Strength,Cash,40,Female
4367,2024-06-25,215.6,Resistance Band,Accessories,Cash,62,Male
4368,2024-03-30,315.88,Yoga Mat,Accessories,Online Payment,42,Male
4369,2023-09-12,1351.51,Rowing Machine,Cardio,Credit Card,40,Female
4370,2024-07-15,1020.08,Exercise Bike,Cardio,Credit Card,28,Female
4371,2024-01-28,1248.36,Elliptical,Cardio,Debit Card,25,Other
4372,2024-06-04,232.97,Elliptical,Cardio,Credit Card,39,Male
4373,2023-12-31,337.56,Dumbbell,Strength,Online Payment,38,Male
4374,2024-03-04,483.37,Exercise Bike,Cardio,Cash,45,Male
4375,2024-08-05,204.5,Elliptical,Cardio,Online Payment,32,Female
4376,2024-01-09,686.21,Dumbbell,Strength,Debit Card,23,Other
4377,2023-09-22,94.58,Dumbbell,Strength,Online Payment,64,Male
4378,2024-01-05,922.82,Pull-up Bar,Accessories,Cash,62,Other
4379,2024-03-24,1078.94,Dumbbell,Strength,Online Payment,56,Other
4380,2024-03-24,764.55,Dumbbell,Strength,Debit Card,31,Other
4381,2024-03-04,348.55,Dumbbell,Strength,Credit Card,59,Female
4382,2024-06-09,334.22,Treadmill,Cardio,Cash,51,Male
4383,2023-12-23,679.0,Dumbbell,Strength,Debit Card,63,Other
4384,2024-04-18,1292.31,Exercise Bike,Cardio,Cash,50,Female
4385,2024-04-11,61.05,Kettlebell,Strength,Credit Card,50,Female
4386,2023-11-08,785.27,Elliptical,Cardio,Cash,38,Male
4387,2023-11-03,391.98,Treadmill,Cardio,Cash,31,Other
4388,2024-02-10,974.89,Yoga Mat,Accessories,Online Payment,46,Male
4389,2023-10-17,1188.77,Barbell,Strength,Online Payment,40,Male
4390,2023-10-21,1023.35,Resistance Band,Accessories,Credit Card,35,Male
4391,2023-09-24,1020.81,Resistance Band,Accessories,Online Payment,41,Other
4392,2024-02-04,1342.26,Elliptical,Cardio,Credit Card,29,Male
4393,2024-01-28,578.44,Treadmill,Cardio,Online Payment,49,Other
4394,2024-04-20,469.54,Pull-up Bar,Accessories,Online Payment,41,Female
4395,2024-07-24,1107.4,Pull-up Bar,Accessories,Debit Card,35,Other
4396,2024-02-15,151.98,Yoga Mat,Accessories,Credit Card,35,Other
4397,2024-07-28,846.18,Dumbbell,Strength,Credit Card,35,Female
4398,2024-02-12,1379.1,Barbell,Strength,Debit Card,38,Male
4399,2023-10-02,1362.71,Dumbbell,Strength,Debit Card,40,Male
4400,2023-11-22,1176.71,Exercise Bike,Cardio,Debit Card,39,Male
4401,2023-11-20,1399.77,Kettlebell,Strength,Cash,32,Female
4402,2024-03-29,589.06,Treadmill,Cardio,Online Payment,58,Other
4403,2024-02-20,1040.93,Barbell,Strength,Credit Card,28,Male
4404,2023-11-22,1241.78,Barbell,Strength,Cash,45,Female
4405,2024-06-05,420.61,Elliptical,Cardio,Credit Card,34,Female
4406,2023-12-23,59.26,Rowing Machine,Cardio,Cash,27,Male
4407,2024-01-19,889.86,Pull-up Bar,Accessories,Online Payment,41,Female
4408,2024-05-04,883.13,Rowing Machine,Cardio,Cash,31,Other
4409,2024-04-17,1489.1,Yoga Mat,Accessories,Cash,31,Female
4410,2023-10-06,409.99,Elliptical,Cardio,Online Payment,33,Other
4411,2023-10-07,726.38,Dumbbell,Strength,Online Payment,40,Male
4412,2024-07-02,1388.2,Kettlebell,Strength,Credit Card,34,Female
4413,2023-09-01,1126.63,Kettlebell,Strength,Credit Card,29,Other
4414,2024-04-19,1368.3,Kettlebell,Strength,Online Payment,37,Female
4415,2024-06-13,477.83,Resistance Band,Accessories,Debit Card,49,Male
4416,2024-01-22,878.96,Yoga Mat,Accessories,Credit Card,41,Female
4417,2023-11-27,1375.94,Exercise Bike,Cardio,Debit Card,32,Female
4418,2023-10-31,243.16,Yoga Mat,Accessories,Credit Card,44,Other
4419,2024-08-05,479.76,Exercise Bike,Cardio,Cash,44,Male
4420,2024-01-18,951.39,Resistance Band,Accessories,Online Payment,34,Other
4421,2024-01-25,794.29,Kettlebell,Strength,Cash,23,Other
4422,2024-06-16,1117.71,Rowing Machine,Cardio,Cash,28,Female
4423,2024-08-25,1390.66,Kettlebell,Strength,Credit Card,33,Female
4424,2024-06-01,810.32,Elliptical,Cardio,Debit Card,36,Male
4425,2024-01-23,72.7,Kettlebell,Strength,Debit Card,46,Male
4426,2024-05-10,854.02,Exercise Bike,Cardio,Cash,35,Female
4427,2023-11-09,1172.18,Dumbbell,Strength,Credit Card,41,Female
4428,2024-07-17,886.71,Resistance Band,Accessories,Debit Card,53,Male
4429,2024-03-31,356.27,Pull-up Bar,Accessories,Credit Card,51,Female
4430,2023-12-28,759.37,Resistance Band,Accessories,Cash,35,Other
4431,2024-07-23,1476.92,Exercise Bike,Cardio,Debit Card,44,Other
4432,2024-03-07,641.57,Kettlebell,Strength,Debit Card,55,Other
4433,2024-01-26,426.23,Dumbbell,Strength,Debit Card,42,Female
4434,2024-04-28,1479.17,Resistance Band,Accessories,Cash,44,Male
4435,2023-10-14,853.91,Exercise Bike,Cardio,Cash,51,Female
4436,2023-11-25,596.81,Kettlebell,Strength,Debit Card,44,Other
4437,2024-06-07,1423.43,Exercise Bike,Cardio,Credit Card,18,Other
4438,2024-08-29,1082.05,Yoga Mat,Accessories,Online Payment,21,Other
4439,2024-08-25,656.25,Resistance Band,Accessories,Debit Card,25,Male
4440,2024-03-27,1420.31,Yoga Mat,Accessories,Online Payment,47,Male
4441,2024-02-18,103.08,Rowing Machine,Cardio,Debit Card,23,Male
4442,2023-09-25,868.73,Elliptical,Cardio,Debit Card,45,Other
4443,2024-06-29,688.36,Elliptical,Cardio,Debit Card,47,Male
4444,2024-06-20,855.4,Pull-up Bar,Accessories,Debit Card,38,Female
4445,2024-02-14,461.85,Yoga Mat,Accessories,Cash,36,Male
4446,2023-12-23,1360.92,Exercise Bike,Cardio,Credit Card,41,Male
4447,2024-01-08,82.63,Kettlebell,Strength,Online Payment,37,Female
4448,2024-07-26,883.55,Dumbbell,Strength,Cash,20,Other
4449,2023-12-05,508.81,Resistance Band,Accessories,Online Payment,46,Male
4450,2023-11-02,169.47,Yoga Mat,Accessories,Debit Card,50,Male
4451,2023-09-23,1113.53,Barbell,Strength,Online Payment,31,Other
4452,2024-04-01,1302.43,Barbell,Strength,Online Payment,40,Female
4453,2024-03-22,604.3,Exercise Bike,Cardio,Online Payment,50,Other
4454,2024-04-20,902.21,Treadmill,Cardio,Credit Card,42,Female
4455,2023-12-20,113.28,Kettlebell,Strength,Cash,46,Male
4456,2023-12-04,1298.04,Resistance Band,Accessories,Cash,59,Other
4457,2023-09-21,477.12,Treadmill,Cardio,Debit Card,31,Female
4458,2024-01-07,1224.71,Rowing Machine,Cardio,Cash,20,Female
4459,2024-06-18,1224.43,Dumbbell,Strength,Online Payment,18,Other
4460,2023-10-26,842.84,Exercise Bike,Cardio,Debit Card,31,Other
4461,2024-02-21,331.96,Kettlebell,Strength,Online Payment,58,Other
4462,2023-09-04,1284.21,Kettlebell,Strength,Cash,52,Male
4463,2024-05-25,1447.76,Barbell,Strength,Online Payment,44,Male
4464,2024-02-20,940.35,Kettlebell,Strength,Debit Card,49,Female
4465,2024-05-11,1010.75,Pull-up Bar,Accessories,Online Payment,29,Other
4466,2024-08-06,611.08,Rowing Machine,Cardio,Online Payment,26,Female
4467,2024-03-02,1166.04,Pull-up Bar,Accessories,Credit Card,43,Female
4468,2024-08-06,343.29,Pull-up Bar,Accessories,Debit Card,34,Female
4469,2024-07-02,1334.79,Elliptical,Cardio,Debit Card,38,Male
4470,2023-11-22,744.76,Barbell,Strength,Cash,51,Male
4471,2024-08-26,296.93,Resistance Band,Accessories,Credit Card,27,Female
4472,2024-08-23,558.35,Dumbbell,Strength,Debit Card,33,Other
4473,2024-01-01,561.25,Kettlebell,Strength,Online Payment,25,Male
4474,2024-02-09,96.99,Dumbbell,Strength,Cash,52,Other
4475,2024-05-28,737.71,Rowing Machine,Cardio,Debit Card,40,Other
4476,2024-04-17,254.92,Yoga Mat,Accessories,Online Payment,45,Female
4477,2023-12-31,201.61,Elliptical,Cardio,Credit Card,29,Male
4478,2024-03-11,1194.21,Exercise Bike,Cardio,Online Payment,41,Male
4479,2024-03-07,913.49,Resistance Band,Accessories,Cash,45,Male
4480,2023-12-22,1192.07,Kettlebell,Strength,Cash,23,Other
4481,2024-06-07,1421.97,Yoga Mat,Accessories,Debit Card,47,Female
4482,2024-07-16,685.97,Resistance Band,Accessories,Debit Card,34,Female
4483,2023-12-08,90.31,Exercise Bike,Cardio,Cash,28,Male
4484,2024-07-23,612.64,Pull-up Bar,Accessories,Credit Card,36,Male
4485,2023-10-16,981.4,Dumbbell,Strength,Online Payment,42,Male
4486,2024-03-14,168.27,Dumbbell,Strength,Cash,44,Male
4487,2024-04-20,1221.67,Yoga Mat,Accessories,Debit Card,58,Male
4488,2024-06-03,397.65,Treadmill,Cardio,Online Payment,44,Female
4489,2023-11-21,226.43,Barbell,Strength,Online Payment,50,Female
4490,2023-10-04,896.61,Resistance Band,Accessories,Cash,26,Female
4491,2023-11-22,289.48,Treadmill,Cardio,Online Payment,35,Female
4492,2023-11-20,666.06,Dumbbell,Strength,Credit Card,43,Other
4493,2023-11-20,740.35,Resistance Band,Accessories,Credit Card,39,Male
4494,2024-05-15,1179.47,Barbell,Strength,Debit Card,28,Female
4495,2024-03-03,220.01,Rowing Machine,Cardio,Credit Card,45,Female
4496,2023-11-29,1205.19,Treadmill,Cardio,Credit Card,59,Male
4497,2023-10-15,893.64,Dumbbell,Strength,Credit Card,35,Male
4498,2023-11-06,826.83,Barbell,Strength,Debit Card,32,Male
4499,2024-05-11,1240.43,Rowing Machine,Cardio,Debit Card,38,Female
4500,2024-04-21,1456.41,Elliptical,Cardio,Cash,21,Male
4501,2024-06-15,785.54,Dumbbell,Strength,Credit Card,34,Female
4502,2023-09-28,935.88,Resistance Band,Accessories,Credit Card,31,Female
4503,2024-04-02,1231.32,Rowing Machine,Cardio,Online Payment,30,Male
4504,2023-12-25,692.78,Resistance Band,Accessories,Cash,33,Male
4505,2024-04-16,527.04,Yoga Mat,Accessories,Online Payment,27,Other
4506,2023-10-28,124.54,Kettlebell,Strength,Debit Card,58,Male
4507,2023-11-11,651.46,Yoga Mat,Accessories,Online Payment,32,Other
4508,2024-05-15,614.79,Exercise Bike,Cardio,Credit Card,56,Male
4509,2024-04-16,296.67,Resistance Band,Accessories,Debit Card,45,Other
4510,2024-06-08,1147.48,Exercise Bike,Cardio,Debit Card,53,Other
4511,2023-10-07,1009.47,Pull-up Bar,Accessories,Credit Card,33,Male
4512,2023-12-18,1143.93,Kettlebell,Strength,Credit Card,28,Male
4513,2023-11-20,1063.88,Resistance Band,Accessories,Cash,61,Male
4514,2024-03-24,571.55,Pull-up Bar,Accessories,Online Payment,51,Other
4515,2024-01-28,1422.9,Resistance Band,Accessories,Credit Card,29,Male
4516,2023-12-20,359.27,Elliptical,Cardio,Debit Card,35,Male
4517,2024-08-03,1174.08,Resistance Band,Accessories,Debit Card,59,Male
4518,2024-04-09,484.7,Exercise Bike,Cardio,Cash,24,Male
4519,2024-06-15,1450.61,Barbell,Strength,Cash,37,Female
4520,2024-07-08,876.24,Kettlebell,Strength,Online Payment,60,Female
4521,2024-07-10,1212.56,Dumbbell,Strength,Credit Card,25,Female
4522,2023-12-02,479.41,Pull-up Bar,Accessories,Debit Card,60,Male
4523,2023-09-14,443.8,Pull-up Bar,Accessories,Cash,35,Female
4524,2023-12-14,790.41,Treadmill,Cardio,Online Payment,23,Female
4525,2023-10-31,861.42,Resistance Band,Accessories,Credit Card,19,Male
4526,2023-11-04,883.29,Elliptical,Cardio,Online Payment,19,Other
4527,2024-01-02,159.58,Exercise Bike,Cardio,Cash,34,Other
4528,2024-05-27,858.27,Pull-up Bar,Accessories,Debit Card,25,Female
4529,2024-08-12,745.61,Barbell,Strength,Cash,50,Other
4530,2024-08-11,834.49,Treadmill,Cardio,Credit Card,30,Female
4531,2024-01-09,569.23,Yoga Mat,Accessories,Online Payment,38,Female
4532,2024-04-21,1379.65,Elliptical,Cardio,Cash,28,Other
4533,2024-08-29,1411.87,Rowing Machine,Cardio,Cash,23,Female
4534,2024-02-13,923.05,Barbell,Strength,Credit Card,39,Male
4535,2024-07-16,835.61,Resistance Band,Accessories,Credit Card,37,Other
4536,2023-12-10,272.33,Treadmill,Cardio,Cash,37,Female
4537,2024-07-10,1044.4,Barbell,Strength,Debit Card,26,Male
4538,2024-01-13,899.52,Pull-up Bar,Accessories,Credit Card,32,Female
4539,2023-12-02,1377.46,Barbell,Strength,Debit Card,34,Male
4540,2023-09-13,1127.55,Treadmill,Cardio,Cash,36,Other
4541,2024-08-31,1273.46,Resistance Band,Accessories,Cash,23,Male
4542,2024-03-05,1060.73,Yoga Mat,Accessories,Online Payment,29,Other
4543,2024-07-25,499.18,Barbell,Strength,Debit Card,38,Female
4544,2024-02-11,879.72,Treadmill,Cardio,Debit Card,42,Male
4545,2024-08-11,649.56,Dumbbell,Strength,Online Payment,52,Male
4546,2024-04-06,980.99,Barbell,Strength,Credit Card,32,Male
4547,2023-12-08,87.92,Kettlebell,Strength,Online Payment,51,Male
4548,2023-11-20,821.99,Yoga Mat,Accessories,Debit Card,19,Male
4549,2024-05-05,1296.97,Barbell,Strength,Cash,37,Other
4550,2024-06-05,1031.18,Kettlebell,Strength,Debit Card,62,Male
4551,2024-01-09,1280.56,Kettlebell,Strength,Debit Card,60,Other
4552,2023-10-14,838.58,Yoga Mat,Accessories,Debit Card,43,Other
4553,2024-07-05,159.38,Barbell,Strength,Debit Card,62,Other
4554,2024-01-18,973.78,Elliptical,Cardio,Credit Card,23,Other
4555,2024-02-08,103.88,Dumbbell,Strength,Debit Card,21,Other
4556,2024-04-23,607.73,Resistance Band,Accessories,Debit Card,43,Other
4557,2023-09-24,412.66,Treadmill,Cardio,Online Payment,45,Other
4558,2024-07-11,283.19,Barbell,Strength,Credit Card,33,Other
4559,2024-03-01,153.02,Elliptical,Cardio,Credit Card,33,Female
4560,2023-09-03,730.7,Rowing Machine,Cardio,Debit Card,47,Male
4561,2024-03-05,573.43,Dumbbell,Strength,Cash,34,Male
4562,2024-07-05,1272.99,Kettlebell,Strength,Credit Card,52,Other
4563,2023-09-13,687.35,Pull-up Bar,Accessories,Debit Card,36,Other
4564,2024-04-03,511.83,Rowing Machine,Cardio,Credit Card,42,Other
4565,2023-09-07,1469.35,Resistance Band,Accessories,Cash,42,Female
4566,2024-04-12,862.75,Pull-up Bar,Accessories,Credit Card,42,Other
4567,2024-05-31,1204.37,Rowing Machine,Cardio,Debit Card,39,Other
4568,2024-06-06,70.68,Resistance Band,Accessories,Credit Card,35,Other
4569,2023-09-01,214.83,Rowing Machine,Cardio,Cash,24,Other
4570,2024-01-04,372.26,Exercise Bike,Cardio,Online Payment,23,Other
4571,2024-01-05,987.46,Rowing Machine,Cardio,Cash,52,Male
4572,2024-08-27,126.07,Elliptical,Cardio,Credit Card,20,Male
4573,2024-06-22,339.86,Rowing Machine,Cardio,Cash,38,Other
4574,2024-04-08,334.9,Resistance Band,Accessories,Credit Card,40,Female
4575,2023-11-13,1101.61,Yoga Mat,Accessories,Online Payment,34,Female
4576,2023-11-15,1477.95,Resistance Band,Accessories,Cash,34,Female
4577,2023-10-15,102.84,Kettlebell,Strength,Cash,43,Male
4578,2024-02-20,239.99,Pull-up Bar,Accessories,Cash,37,Female
4579,2024-08-06,681.16,Rowing Machine,Cardio,Debit Card,40,Other
4580,2024-01-14,154.31,Treadmill,Cardio,Online Payment,50,Male
4581,2024-01-12,155.9,Pull-up Bar,Accessories,Cash,22,Other
4582,2024-04-24,529.22,Elliptical,Cardio,Debit Card,28,Male
4583,2023-10-02,1344.78,Rowing Machine,Cardio,Debit Card,51,Female
4584,2023-12-16,486.39,Barbell,Strength,Cash,33,Female
4585,2024-02-27,1303.25,Dumbbell,Strength,Cash,41,Female
4586,2024-04-25,1009.89,Kettlebell,Strength,Cash,34,Other
4587,2024-07-14,580.85,Rowing Machine,Cardio,Debit Card,42,Female
4588,2023-10-27,135.83,Yoga Mat,Accessories,Online Payment,18,Other
4589,2024-03-08,1066.75,Resistance Band,Accessories,Credit Card,35,Other
4590,2024-08-03,527.24,Treadmill,Cardio,Cash,23,Other
4591,2023-12-10,995.69,Yoga Mat,Accessories,Online Payment,54,Female
4592,2024-05-09,1354.53,Barbell,Strength,Debit Card,43,Female
4593,2024-08-10,400.11,Exercise Bike,Cardio,Cash,64,Male
4594,2023-12-29,675.48,Yoga Mat,Accessories,Credit Card,44,Male
4595,2024-06-19,1136.72,Pull-up Bar,Accessories,Debit Card,48,Female
4596,2024-08-05,283.16,Elliptical,Cardio,Debit Card,38,Female
4597,2024-08-09,1138.9,Yoga Mat,Accessories,Credit Card,25,Other
4598,2024-02-26,197.18,Barbell,Strength,Online Payment,51,Female
4599,2023-09-10,320.89,Resistance Band,Accessories,Cash,28,Other
4600,2024-04-21,1304.31,Kettlebell,Strength,Online Payment,38,Female
4601,2024-04-07,487.11,Elliptical,Cardio,Debit Card,40,Other
4602,2024-03-06,432.51,Rowing Machine,Cardio,Credit Card,43,Female
4603,2024-04-03,560.57,Elliptical,Cardio,Online Payment,22,Other
4604,2023-10-19,686.61,Elliptical,Cardio,Cash,43,Female
4605,2023-12-05,1215.17,Resistance Band,Accessories,Credit Card,42,Female
4606,2024-03-23,1101.19,Kettlebell,Strength,Cash,37,Male
4607,2024-05-13,590.96,Kettlebell,Strength,Cash,47,Male
4608,2024-06-23,397.73,Pull-up Bar,Accessories,Debit Card,34,Male
4609,2024-03-03,666.16,Dumbbell,Strength,Cash,41,Female
4610,2023-12-25,502.36,Treadmill,Cardio,Online Payment,47,Male
4611,2023-10-25,80.95,Elliptical,Cardio,Debit Card,26,Male
4612,2024-04-10,1186.81,Resistance Band,Accessories,Online Payment,34,Other
4613,2024-07-11,1334.45,Kettlebell,Strength,Cash,38,Female
4614,2024-05-16,1098.93,Resistance Band,Accessories,Online Payment,59,Other
4615,2023-10-31,580.39,Pull-up Bar,Accessories,Debit Card,36,Other
4616,2023-10-24,570.82,Barbell,Strength,Credit Card,42,Male
4617,2023-10-01,474.35,Treadmill,Cardio,Debit Card,32,Female
4618,2024-06-26,646.57,Pull-up Bar,Accessories,Debit Card,43,Female
4619,2024-07-04,1303.71,Exercise Bike,Cardio,Cash,24,Other
4620,2023-12-23,885.78,Treadmill,Cardio,Cash,48,Male
4621,2024-02-17,1366.9,Rowing Machine,Cardio,Cash,41,Male
4622,2024-07-24,1053.74,Rowing Machine,Cardio,Cash,21,Male
4623,2024-01-31,121.25,Resistance Band,Accessories,Online Payment,38,Other
4624,2023-11-29,164.65,Resistance Band,Accessories,Cash,46,Other
4625,2024-03-14,1047.26,Kettlebell,Strength,Debit Card,51,Other
4626,2024-01-08,1222.92,Treadmill,Cardio,Cash,49,Female
4627,2024-04-16,943.85,Kettlebell,Strength,Debit Card,47,Male
4628,2024-06-12,969.33,Dumbbell,Strength,Debit Card,45,Male
4629,2023-10-05,742.75,Kettlebell,Strength,Online Payment,37,Female
4630,2024-08-04,313.48,Elliptical,Cardio,Online Payment,50,Male
4631,2024-05-23,1421.49,Dumbbell,Strength,Online Payment,23,Female
4632,2024-05-17,1343.52,Exercise Bike,Cardio,Cash,42,Other
4633,2024-08-27,1429.65,Rowing Machine,Cardio,Cash,44,Female
4634,2023-10-18,285.83,Rowing Machine,Cardio,Cash,33,Other
4635,2023-12-28,636.17,Exercise Bike,Cardio,Credit Card,52,Female
4636,2024-04-20,360.36,Pull-up Bar,Accessories,Credit Card,25,Male
4637,2024-04-14,348.6,Kettlebell,Strength,Credit Card,59,Other
4638,2024-06-10,1357.04,Elliptical,Cardio,Cash,42,Other
4639,2024-07-10,652.2,Resistance Band,Accessories,Debit Card,23,Male
4640,2024-08-06,915.25,Treadmill,Cardio,Online Payment,38,Male
4641,2024-05-10,729.67,Kettlebell,Strength,Online Payment,48,Female
4642,2023-12-10,1317.0,Barbell,Strength,Debit Card,33,Other
4643,2024-03-30,1400.98,Yoga Mat,Accessories,Cash,39,Female
4644,2024-02-26,351.99,Dumbbell,Strength,Debit Card,39,Female
4645,2024-08-16,144.91,Treadmill,Cardio,Credit Card,20,Other
4646,2024-06-24,1456.13,Yoga Mat,Accessories,Cash,50,Male
4647,2024-07-28,638.27,Dumbbell,Strength,Online Payment,49,Other
4648,2024-01-16,447.24,Elliptical,Cardio,Online Payment,25,Male
4649,2024-06-11,589.68,Resistance Band,Accessories,Cash,42,Male
4650,2023-11-26,562.42,Elliptical,Cardio,Cash,33,Female
4651,2023-09-05,945.81,Resistance Band,Accessories,Cash,34,Male
4652,2024-01-23,892.96,Treadmill,Cardio,Debit Card,38,Other
4653,2023-09-05,1491.04,Barbell,Strength,Online Payment,35,Female
4654,2024-04-29,520.13,Rowing Machine,Cardio,Credit Card,60,Other
4655,2024-03-01,908.95,Dumbbell,Strength,Cash,51,Other
4656,2023-10-19,172.3,Rowing Machine,Cardio,Credit Card,26,Male
4657,2023-12-19,188.62,Barbell,Strength,Debit Card,42,Female
4658,2024-08-10,1013.6,Pull-up Bar,Accessories,Online Payment,36,Male
4659,2024-04-06,1168.4,Yoga Mat,Accessories,Debit Card,46,Other
4660,2023-10-10,261.72,Yoga Mat,Accessories,Debit Card,49,Other
4661,2024-08-21,1184.2,Kettlebell,Strength,Credit Card,23,Male
4662,2024-06-26,439.86,Kettlebell,Strength,Cash,34,Other
4663,2023-12-03,1223.33,Barbell,Strength,Credit Card,30,Other
4664,2023-10-30,1116.66,Rowing Machine,Cardio,Credit Card,41,Male
4665,2024-03-16,507.71,Kettlebell,Strength,Debit Card,53,Female
4666,2024-04-24,582.11,Exercise Bike,Cardio,Credit Card,40,Male
4667,2024-07-04,953.66,Rowing Machine,Cardio,Online Payment,47,Male
4668,2024-03-21,677.4,Yoga Mat,Accessories,Cash,42,Male
4669,2023-11-06,551.81,Yoga Mat,Accessories,Debit Card,34,Female
4670,2024-06-11,1058.05,Exercise Bike,Cardio,Online Payment,39,Male
4671,2024-05-01,1472.62,Kettlebell,Strength,Credit Card,54,Other
4672,2024-04-06,324.33,Resistance Band,Accessories,Debit Card,48,Female
4673,2024-07-04,505.3,Barbell,Strength,Debit Card,32,Other
4674,2023-12-16,346.46,Rowing Machine,Cardio,Credit Card,33,Female
